gene_id	transcript_id(s)	T1_R1	T1_R10	T1_R2	T1_R3	T1_R4	T1_R5	T1_R6	T1_R7	T1_R8	T1_R9
ENSOARG00020020887	ENSOART00020032206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020888	ENSOART00020032288	689.00	1068.00	550.00	550.00	1393.00	677.00	822.00	1319.00	1556.00	1401.00
ENSOARG00020020889	ENSOART00020032240	309.00	124.00	349.00	237.00	417.00	522.00	79.00	377.00	418.00	43.00
ENSOARG00020020890	ENSOART00020032394,ENSOART00020032444	2.00	2.00	898.00	192.00	494.00	502.00	4.00	293.00	3.00	1.00
ENSOARG00020020891	ENSOART00020032216	1160.00	21.00	0.00	2.00	7.00	0.00	0.00	0.00	1510.00	2005.00
ENSOARG00020020892	ENSOART00020032231	4327.00	7035.00	4357.00	3928.00	4254.00	5548.00	5359.00	4230.00	5763.00	4440.00
ENSOARG00020020893	ENSOART00020032238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020894	ENSOART00020032228	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020895	ENSOART00020032223	72.00	79.00	77.00	51.00	59.00	80.00	18.00	69.00	101.00	48.00
ENSOARG00020020896	ENSOART00020032217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020897	ENSOART00020032485,ENSOART00020032675,ENSOART00020032710,ENSOART00020032841,ENSOART00020032918	243.00	134.00	234.00	334.00	387.00	418.00	69.00	377.00	276.00	128.00
ENSOARG00020020898	ENSOART00020032249	1.00	2.00	1.00	0.00	0.00	0.00	163.00	4.00	0.00	0.00
ENSOARG00020020899	ENSOART00020032242	576.00	1065.00	598.00	523.00	630.00	808.00	1314.00	799.00	1273.00	1167.00
ENSOARG00020020900	ENSOART00020032233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020901	ENSOART00020032253	265.62	143.06	497.48	374.49	322.60	427.94	27.68	217.09	439.89	22.18
ENSOARG00020020902	ENSOART00020032245	203.00	183.00	101.00	103.00	171.00	144.00	77.00	164.00	460.00	69.00
ENSOARG00020020903	ENSOART00020032327,ENSOART00020032362,ENSOART00020032387	47.00	55.00	76.00	49.00	75.00	82.00	106.00	67.00	82.00	62.00
ENSOARG00020020904	ENSOART00020032266	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020905	ENSOART00020032244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020906	ENSOART00020032274	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020907	ENSOART00020032264	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020908	ENSOART00020032283,ENSOART00020032354,ENSOART00020032395	79.00	145.00	133.00	59.00	277.00	142.00	176.00	237.00	185.00	141.00
ENSOARG00020020909	ENSOART00020032268	6.00	12.00	4.00	10.00	53.00	20.00	24.00	19.00	21.00	16.00
ENSOARG00020020910	ENSOART00020032257	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020911	ENSOART00020032622,ENSOART00020032738,ENSOART00020032868	301.00	384.00	2152.00	1773.00	1491.00	2925.00	390.00	2255.00	471.00	366.00
ENSOARG00020020912	ENSOART00020032321,ENSOART00020032473	1520.00	1008.00	3801.00	2000.00	2792.00	3743.00	517.00	3444.00	1831.00	295.00
ENSOARG00020020913	ENSOART00020032299,ENSOART00020032446	7.00	1.00	2698.00	1220.00	2204.00	2406.00	0.00	1629.00	4.00	0.00
ENSOARG00020020914	ENSOART00020032777,ENSOART00020032907	1610.00	2802.00	1988.00	1333.00	1575.00	2303.00	2228.00	1249.00	3055.00	1366.00
ENSOARG00020020915	ENSOART00020032298	1.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	4.00	7.00
ENSOARG00020020916	ENSOART00020032272,ENSOART00020032305,ENSOART00020032332,ENSOART00020032426	12.00	32.00	5.00	13.00	13.00	12.00	47.00	17.00	36.00	30.00
ENSOARG00020020917	ENSOART00020032322,ENSOART00020032371	0.00	0.00	1.00	5.00	0.00	2.00	0.00	2.00	3.00	0.00
ENSOARG00020020918	ENSOART00020032291	897.00	225.00	1032.00	900.00	962.00	919.00	31.00	1140.00	1158.00	44.00
ENSOARG00020020919	ENSOART00020032279	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020920	ENSOART00020032270	0.00	2.00	0.00	0.00	0.00	2.00	2.00	2.00	0.00	5.00
ENSOARG00020020921	ENSOART00020032292	575.00	498.00	778.00	477.00	557.00	953.00	462.00	663.00	932.00	266.00
ENSOARG00020020922	ENSOART00020032290	1496.00	2618.00	2099.00	2154.00	1365.00	2116.00	5053.00	2216.00	1839.00	4610.00
ENSOARG00020020923	ENSOART00020032284	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020924	ENSOART00020032280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020925	ENSOART00020032351	120.00	119.00	69.00	124.00	200.00	105.00	52.00	213.00	223.00	76.00
ENSOARG00020020926	ENSOART00020032296	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020927	ENSOART00020032295	34.00	34.00	56.00	38.00	69.00	49.00	25.00	52.00	77.00	9.00
ENSOARG00020020928	ENSOART00020032431	28.00	12.00	12.00	30.00	53.00	56.00	19.00	39.00	35.00	12.00
ENSOARG00020020929	ENSOART00020032306,ENSOART00020032330	142.00	403.00	74.00	110.00	204.00	143.00	613.00	136.00	151.00	263.00
ENSOARG00020020930	ENSOART00020032297	229.00	292.00	80.00	144.00	133.00	171.00	240.00	162.00	223.00	135.00
ENSOARG00020020931	ENSOART00020032315	10.00	0.00	0.00	2.00	3.00	0.00	2.00	3.00	16.00	3.00
ENSOARG00020020932	ENSOART00020032911,ENSOART00020032970,ENSOART00020033124	68.00	118.00	18.00	48.00	170.00	61.00	30.00	112.00	134.00	108.00
ENSOARG00020020933	ENSOART00020032310	243.00	190.00	390.00	1364.00	591.00	1639.00	91.00	1036.00	341.00	267.00
ENSOARG00020020934	ENSOART00020032293	12.00	29.00	17.00	33.00	24.00	23.00	4.00	19.00	29.00	5.00
ENSOARG00020020935	ENSOART00020032363,ENSOART00020032447,ENSOART00020032545,ENSOART00020032564	198.00	377.00	162.00	142.00	528.00	502.00	175.00	203.00	313.00	337.00
ENSOARG00020020936	ENSOART00020032348	114.00	350.00	41.00	42.00	142.00	86.00	207.00	214.00	416.00	143.00
ENSOARG00020020937	ENSOART00020032412	420.00	449.00	413.00	390.00	414.00	587.00	444.00	801.00	549.00	259.00
ENSOARG00020020938	ENSOART00020032337	0.00	0.00	1281.00	564.00	1085.00	853.00	0.00	3039.00	0.00	0.00
ENSOARG00020020939	ENSOART00020032303	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020940	ENSOART00020032339	0.00	0.00	0.00	2.00	0.00	4.00	0.00	0.00	0.00	0.00
ENSOARG00020020941	ENSOART00020032398,ENSOART00020032533	1763.00	1015.00	1491.00	978.00	1138.00	1352.00	664.00	1801.00	2958.00	1072.00
ENSOARG00020020942	ENSOART00020032319	883.00	446.00	6909.00	4050.00	4989.00	4623.00	783.00	4281.00	1597.00	1097.00
ENSOARG00020020943	ENSOART00020032361,ENSOART00020032401	142.00	321.00	69.00	116.00	254.00	151.00	399.00	286.00	539.00	483.00
ENSOARG00020020944	ENSOART00020032316	0.00	4.00	1.00	2.00	2.00	0.00	0.00	0.00	11.00	4.00
ENSOARG00020020945	ENSOART00020032338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020946	ENSOART00020032329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020947	ENSOART00020032402	5.00	17.00	17.00	3.00	15.00	8.00	17.00	12.00	34.00	39.00
ENSOARG00020020948	ENSOART00020032314	471.00	304.00	561.00	586.00	479.00	610.00	134.00	490.00	714.00	112.00
ENSOARG00020020949	ENSOART00020032318	43.00	61.00	22.00	19.00	57.00	32.00	199.00	42.00	123.00	246.00
ENSOARG00020020950	ENSOART00020032383	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
ENSOARG00020020951	ENSOART00020032320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020952	ENSOART00020032324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020953	ENSOART00020032325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020954	ENSOART00020032672	6.00	1.00	4.00	2.00	2.00	4.00	1.00	3.00	0.00	0.00
ENSOARG00020020955	ENSOART00020032349,ENSOART00020032569,ENSOART00020032865,ENSOART00020033188,ENSOART00020033402,ENSOART00020033664	534.00	217.00	2693.00	3802.00	5015.00	3233.00	30.00	5658.00	690.00	44.00
ENSOARG00020020956	ENSOART00020032382	26.00	13.00	19.00	52.00	56.00	88.00	3.00	15.00	31.00	5.00
ENSOARG00020020957	ENSOART00020032331	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020958	ENSOART00020032343,ENSOART00020032400	9194.00	19593.00	8069.00	6727.00	12888.00	13882.00	36482.00	12403.00	25862.00	27321.00
ENSOARG00020020959	ENSOART00020032345	92.00	165.00	85.00	36.00	71.00	80.00	237.00	98.00	158.00	199.00
ENSOARG00020020960	ENSOART00020033310	4668.00	2257.00	5239.00	4706.00	5462.00	6212.00	1122.00	5096.00	5120.00	795.00
ENSOARG00020020961	ENSOART00020032340	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020962	ENSOART00020032336	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
ENSOARG00020020963	ENSOART00020032368	9.14	3.05	11.18	4.06	8.73	6.12	10.19	13.20	5.13	6.27
ENSOARG00020020964	ENSOART00020032350,ENSOART00020032415	328.00	609.00	165.00	220.00	360.00	291.00	758.00	656.00	550.00	772.00
ENSOARG00020020965	ENSOART00020032352	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020966	ENSOART00020032364	11.00	5.00	2.00	3.00	49.00	14.00	5.00	23.00	18.00	8.00
ENSOARG00020020967	ENSOART00020032817,ENSOART00020032926,ENSOART00020033054,ENSOART00020033104,ENSOART00020033140	843.00	631.00	1032.00	965.00	1030.00	1184.00	196.00	1159.00	1328.00	127.00
ENSOARG00020020968	ENSOART00020032397	464.00	242.00	474.00	426.00	434.00	577.00	191.00	521.00	584.00	93.00
ENSOARG00020020969	ENSOART00020032356,ENSOART00020032385	278.00	208.00	3838.00	2976.00	4854.00	3388.00	71.00	6792.00	552.00	304.00
ENSOARG00020020970	ENSOART00020032344	14.00	42.00	6.00	0.00	11.00	9.00	23.00	15.00	83.00	17.00
ENSOARG00020020971	ENSOART00020032391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020972	ENSOART00020032357	201.07	243.82	105.18	190.15	219.00	186.44	148.04	337.00	415.93	72.22
ENSOARG00020020973	ENSOART00020032593,ENSOART00020032756	1338.00	1256.00	1597.00	1350.00	1208.00	2246.00	572.00	1233.00	1758.00	374.00
ENSOARG00020020974	ENSOART00020032346	65.97	44.15	22.13	41.10	48.30	33.27	48.38	45.81	65.52	37.34
ENSOARG00020020975	ENSOART00020033127,ENSOART00020033267,ENSOART00020033315	2763.00	1347.00	2340.00	2978.00	2665.00	3458.00	921.00	4257.00	2550.00	1694.00
ENSOARG00020020976	ENSOART00020032374	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
ENSOARG00020020977	ENSOART00020032378	11.00	1.00	16.00	2.00	8.00	15.00	3.00	4.00	12.00	6.00
ENSOARG00020020978	ENSOART00020032788	377.00	353.00	525.00	504.00	626.00	815.00	225.00	657.00	555.00	236.00
ENSOARG00020020979	ENSOART00020032358	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020980	ENSOART00020032433	155.00	65.00	61.00	47.00	67.00	139.00	57.00	37.00	146.00	170.00
ENSOARG00020020981	ENSOART00020032472,ENSOART00020032636	1921.00	2221.00	1836.00	2118.00	1986.00	2570.00	1752.00	2273.00	3060.00	1508.00
ENSOARG00020020982	ENSOART00020032367	1.00	2.00	0.00	0.00	0.00	0.00	5.00	2.00	2.00	5.00
ENSOARG00020020983	ENSOART00020032389	261.00	745.00	99.00	133.00	249.00	201.00	601.00	243.00	555.00	578.00
ENSOARG00020020984	ENSOART00020033241,ENSOART00020033278	2.00	0.00	0.00	5.00	0.00	1.00	0.00	0.00	5.00	0.00
ENSOARG00020020985	ENSOART00020032366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020986	ENSOART00020032510,ENSOART00020032633,ENSOART00020033138,ENSOART00020033302,ENSOART00020033457,ENSOART00020033659,ENSOART00020033779,ENSOART00020033913,ENSOART00020033942,ENSOART00020034048	679.00	704.00	530.00	652.00	502.00	1080.00	400.00	596.00	613.00	398.00
ENSOARG00020020987	ENSOART00020032375	497.00	206.00	584.00	431.00	507.00	622.00	123.00	458.00	606.00	95.00
ENSOARG00020020988	ENSOART00020032376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020989	ENSOART00020032762,ENSOART00020032862	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
ENSOARG00020020990	ENSOART00020032399,ENSOART00020032429	1551.00	2543.50	1971.67	1699.55	2017.70	2418.86	3393.00	2226.86	2841.54	2715.65
ENSOARG00020020991	ENSOART00020032428,ENSOART00020032474	1821.00	2026.00	3102.00	2087.00	2483.00	3836.00	2035.00	2294.00	1918.00	1928.00
ENSOARG00020020992	ENSOART00020032377	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSOARG00020020993	ENSOART00020032384,ENSOART00020032524,ENSOART00020032697,ENSOART00020032801,ENSOART00020033105,ENSOART00020033162,ENSOART00020033204,ENSOART00020033386,ENSOART00020033580	2088.00	1292.00	4272.00	2717.00	3455.00	5048.00	1006.00	3844.00	2702.00	515.00
ENSOARG00020020994	ENSOART00020032388	193.00	318.00	120.00	175.00	163.00	228.00	349.00	163.00	316.00	335.00
ENSOARG00020020995	ENSOART00020032420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020996	ENSOART00020032455,ENSOART00020032488	586.00	452.00	166.00	201.00	265.00	241.00	713.00	190.00	818.00	141.00
ENSOARG00020020997	ENSOART00020032390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020020998	ENSOART00020032411,ENSOART00020032448	98.00	93.00	60.00	73.00	146.00	99.00	40.00	106.00	162.00	35.00
ENSOARG00020020999	ENSOART00020032532	0.00	3.00	4.00	11.00	8.00	4.00	0.00	9.00	0.00	0.00
ENSOARG00020021000	ENSOART00020032393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021001	ENSOART00020032407	7.00	47.00	41.00	8.00	25.00	43.00	0.00	12.00	0.00	7.00
ENSOARG00020021002	ENSOART00020032414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021003	ENSOART00020032405	0.00	2.00	0.00	0.00	1.00	0.00	9.00	0.00	4.00	2.00
ENSOARG00020021004	ENSOART00020032458,ENSOART00020032549,ENSOART00020032575	2.00	37.00	1.00	0.00	1.00	0.00	4.00	2.00	5.00	8.00
ENSOARG00020021005	ENSOART00020032461	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
ENSOARG00020021006	ENSOART00020032403,ENSOART00020032450	268.00	183.00	549.00	340.00	447.00	537.00	103.00	393.00	323.00	110.00
ENSOARG00020021007	ENSOART00020032413,ENSOART00020032491	138.00	275.00	319.00	522.00	1032.00	681.00	120.00	735.00	286.00	250.00
ENSOARG00020021008	ENSOART00020032481	24.00	20.00	0.00	3.00	11.00	21.00	10.00	5.00	22.00	20.00
ENSOARG00020021009	ENSOART00020032425	26.00	195.00	47.00	8.00	49.00	48.00	63.00	28.00	43.00	29.00
ENSOARG00020021010	ENSOART00020032416	0.00	0.00	0.00	0.00	0.00	0.00	273.00	0.00	0.00	0.00
ENSOARG00020021011	ENSOART00020032404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021012	ENSOART00020032502	813.00	443.00	1000.00	939.00	896.00	1342.00	173.00	975.00	816.00	97.00
ENSOARG00020021013	ENSOART00020032437	688.00	315.00	807.00	751.00	681.00	747.00	146.00	887.00	751.00	362.00
ENSOARG00020021014	ENSOART00020032421	0.00	0.00	0.00	2.00	4.00	3.00	0.00	0.00	0.00	0.00
ENSOARG00020021015	ENSOART00020032466	41.00	290.00	0.00	0.00	0.00	0.00	26.00	0.00	12.00	2.00
ENSOARG00020021016	ENSOART00020032418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021017	ENSOART00020032758,ENSOART00020032806,ENSOART00020032849	194.00	226.00	192.00	116.00	136.00	208.00	440.00	95.00	325.00	217.00
ENSOARG00020021018	ENSOART00020032417	2.00	2.00	2.00	0.00	13.00	3.00	1.00	10.00	3.00	0.00
ENSOARG00020021019	ENSOART00020032422	297.70	129.22	135.09	128.37	134.13	194.66	124.19	135.87	253.75	103.80
ENSOARG00020021020	ENSOART00020032509	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021021	ENSOART00020032456	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021022	ENSOART00020032460,ENSOART00020032592,ENSOART00020032684	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
ENSOARG00020021023	ENSOART00020032452	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021024	ENSOART00020032442,ENSOART00020032484	52.00	73.00	81.00	281.00	852.00	577.00	63.00	324.00	128.00	141.00
ENSOARG00020021025	ENSOART00020032440	29.00	96.00	13.00	20.00	62.00	27.00	185.00	19.00	95.00	179.00
ENSOARG00020021026	ENSOART00020032453	364.00	423.00	441.00	343.00	288.00	542.00	256.00	288.00	796.00	229.00
ENSOARG00020021027	ENSOART00020032441	0.00	3.00	54.00	103.00	219.00	86.00	1.00	55.00	3.00	12.00
ENSOARG00020021028	ENSOART00020032454	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00
ENSOARG00020021029	ENSOART00020032528,ENSOART00020032583,ENSOART00020032724,ENSOART00020032860	285.00	241.00	107.00	115.00	127.00	138.00	178.00	74.00	348.00	73.00
ENSOARG00020021030	ENSOART00020032505	421.00	644.00	1070.00	617.00	1135.00	1241.00	852.00	850.00	539.00	802.00
ENSOARG00020021031	ENSOART00020032538	637.00	792.00	495.00	516.00	547.00	958.00	871.00	699.00	905.00	724.00
ENSOARG00020021032	ENSOART00020032438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021033	ENSOART00020032649,ENSOART00020032731,ENSOART00020032877	216.00	664.00	259.00	196.00	664.00	380.00	1000.00	867.00	568.00	755.00
ENSOARG00020021034	ENSOART00020032467	457.00	568.00	775.00	690.00	824.00	1033.00	469.00	1024.00	705.00	386.00
ENSOARG00020021035	ENSOART00020032471	134.00	160.00	41.00	64.00	48.00	80.00	162.00	45.00	313.00	232.00
ENSOARG00020021036	ENSOART00020032465	102.00	120.00	59.00	98.00	103.00	111.00	79.00	96.00	183.00	75.00
ENSOARG00020021037	ENSOART00020032468	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021038	ENSOART00020032445	70.00	30.00	0.00	0.00	0.00	0.00	19.00	1.00	292.00	111.00
ENSOARG00020021039	ENSOART00020032747,ENSOART00020032840,ENSOART00020032897,ENSOART00020032937	246.00	611.00	286.00	696.00	260.00	453.00	264.00	499.00	625.00	84.00
ENSOARG00020021040	ENSOART00020032462	1698.00	942.00	4157.00	1884.00	3797.00	4301.00	550.00	2733.00	2014.00	844.00
ENSOARG00020021041	ENSOART00020032487	0.00	0.00	0.00	0.00	6.00	1.00	0.00	6.00	1.00	0.00
ENSOARG00020021042	ENSOART00020032537,ENSOART00020032580	705.00	301.00	1016.00	615.00	704.00	948.00	185.00	639.00	1098.00	122.00
ENSOARG00020021043	ENSOART00020032457	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021044	ENSOART00020032469,ENSOART00020032519	266.00	338.00	321.00	330.00	211.00	369.00	412.00	268.00	402.00	149.00
ENSOARG00020021045	ENSOART00020032604,ENSOART00020032643	222.00	261.00	450.00	367.00	470.00	459.00	133.00	491.00	415.00	129.00
ENSOARG00020021046	ENSOART00020032480	246.00	969.00	259.00	76.00	81.00	364.00	326.00	58.00	197.00	340.00
ENSOARG00020021047	ENSOART00020032587	178.00	200.00	192.00	214.00	308.00	275.00	172.00	204.00	215.00	95.00
ENSOARG00020021048	ENSOART00020032463	1.00	0.00	4.00	0.00	3.16	1.00	0.00	0.00	2.00	0.00
ENSOARG00020021049	ENSOART00020032470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021050	ENSOART00020032535	39.00	54.00	88.00	56.00	98.00	99.00	47.00	54.00	53.00	27.00
ENSOARG00020021051	ENSOART00020032525,ENSOART00020032689,ENSOART00020032904,ENSOART00020033123	1851.00	998.00	1635.00	1281.00	1454.00	1780.00	452.00	1299.00	2049.00	481.00
ENSOARG00020021052	ENSOART00020032477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021053	ENSOART00020032475	36.00	22.00	73.00	34.00	127.00	87.00	31.00	101.00	42.00	61.00
ENSOARG00020021054	ENSOART00020032476	146.00	350.00	53.00	53.00	127.00	68.00	295.00	130.00	413.00	708.00
ENSOARG00020021055	ENSOART00020032482	0.00	0.00	0.00	0.00	0.00	0.00	2.29	0.00	0.00	4.49
ENSOARG00020021056	ENSOART00020032610,ENSOART00020032637	0.00	0.00	0.00	2.00	0.00	1.00	0.00	4.00	4.00	0.00
ENSOARG00020021057	ENSOART00020032492	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021058	ENSOART00020032497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021059	ENSOART00020032554,ENSOART00020032605	0.00	1.00	5.00	3.00	8.00	10.00	0.00	7.00	0.00	0.00
ENSOARG00020021060	ENSOART00020032483	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021061	ENSOART00020032504	6.00	2.00	0.00	0.00	0.00	0.00	8.00	0.00	9.00	4.00
ENSOARG00020021062	ENSOART00020032494	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021063	ENSOART00020032511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021064	ENSOART00020032498	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021065	ENSOART00020032503	1094.00	1098.00	765.00	611.00	632.00	844.00	1087.00	809.00	1609.00	669.00
ENSOARG00020021066	ENSOART00020032567,ENSOART00020032690,ENSOART00020032821	650.00	733.00	925.00	950.00	816.00	1463.00	916.00	875.00	963.00	476.00
ENSOARG00020021067	ENSOART00020032632,ENSOART00020032658	1.00	1.00	1.00	0.00	2.00	0.00	9.00	7.00	5.00	3.00
ENSOARG00020021068	ENSOART00020032500,ENSOART00020032572,ENSOART00020032638	1228.00	3319.00	773.00	346.00	339.00	542.00	2039.00	291.00	2103.00	1022.00
ENSOARG00020021069	ENSOART00020032626,ENSOART00020032654	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021070	ENSOART00020032514	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021071	ENSOART00020032977,ENSOART00020033019,ENSOART00020033073	628.00	640.00	452.00	370.00	396.00	669.00	432.00	353.00	717.00	724.00
ENSOARG00020021072	ENSOART00020032501,ENSOART00020032618	358.00	185.00	604.00	352.00	413.00	632.00	96.00	574.00	413.00	65.00
ENSOARG00020021073	ENSOART00020032512	41.00	33.00	120.00	88.00	127.00	157.00	25.00	89.00	61.00	4.00
ENSOARG00020021074	ENSOART00020032807	1450.00	482.00	1179.00	1013.00	955.00	1337.00	118.00	1038.00	1558.00	76.00
ENSOARG00020021075	ENSOART00020032526	14.00	254.00	3.00	9.00	33.00	4.00	260.00	14.00	120.00	207.00
ENSOARG00020021076	ENSOART00020032521	149.00	571.00	134.00	116.00	232.00	205.00	895.00	244.00	498.00	667.00
ENSOARG00020021077	ENSOART00020033391,ENSOART00020033656,ENSOART00020033681,ENSOART00020033731	0.00	0.00	0.00	0.00	5.00	0.00	0.00	4.00	1.00	0.00
ENSOARG00020021078	ENSOART00020032556	132.00	135.00	4.00	6.00	5.00	5.00	81.00	11.00	165.00	98.00
ENSOARG00020021079	ENSOART00020032558	76.00	131.00	26.00	77.00	226.00	61.00	41.00	289.00	207.00	125.00
ENSOARG00020021080	ENSOART00020033063,ENSOART00020033126,ENSOART00020033163,ENSOART00020033199	40.00	60.00	209.00	110.00	279.00	259.00	95.00	221.00	91.00	23.00
ENSOARG00020021081	ENSOART00020032516	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021082	ENSOART00020032515	141.00	195.00	83.00	98.00	193.00	138.00	167.00	182.00	278.00	281.00
ENSOARG00020021083	ENSOART00020032523	11.00	60.00	2.00	5.00	28.00	7.00	34.00	21.00	46.00	83.00
ENSOARG00020021084	ENSOART00020035839,ENSOART00020035919,ENSOART00020036056,ENSOART00020036115,ENSOART00020036315,ENSOART00020036336,ENSOART00020036387,ENSOART00020036683,ENSOART00020036782	24.50	56.31	33.17	19.54	6.00	7.01	69.71	20.02	19.45	34.21
ENSOARG00020021085	ENSOART00020033066,ENSOART00020033128	1.00	2.00	8.00	5.00	94.00	4.00	0.00	8.00	1.00	0.00
ENSOARG00020021086	ENSOART00020032520	702.00	560.00	808.00	642.00	879.00	836.00	449.00	1180.00	1058.00	505.00
ENSOARG00020021087	ENSOART00020032518	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021088	ENSOART00020032517,ENSOART00020032584,ENSOART00020032648	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	0.00
ENSOARG00020021089	ENSOART00020032522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOARG00020021090	ENSOART00020032529	175.64	246.09	115.75	122.86	99.91	181.73	205.87	68.28	261.59	222.05
ENSOARG00020021091	ENSOART00020032548	166.00	1752.00	151.00	295.00	187.00	306.00	556.00	133.00	585.00	355.00
